initiator,severity,rawLog,module,date,organization,message
expireAcceptedRisk,Information,"Mon, 13 Aug 2018 21:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532398 has ended.
",message,"Mon, 13 Aug 2018 21:42:01 -0400",Application,Expire accepted risk job #10532398 has ended.
expireAcceptedRisk,Information,"Mon, 13 Aug 2018 21:42:01 -0400|expireAcceptedRisk|message|INFO|0|Expire accepted risk job #10532398 starting...
",message,"Mon, 13 Aug 2018 21:42:01 -0400",Application,Expire accepted risk job #10532398 starting...
system,Information,"Mon, 13 Aug 2018 21:41:51 -0400|system|riskRules|INFO|4|Applying Recast and Accept Risk Rules successful for Repository #29.
",riskRules,"Mon, 13 Aug 2018 21:41:51 -0400",West Virginia University,Applying Recast and Accept Risk Rules successful for Repository #29.
system,Information,"Mon, 13 Aug 2018 21:41:50 -0400|system|riskRules|INFO|4|Applying Recast and Accept Risk Rules for Repository #29 has started.
",riskRules,"Mon, 13 Aug 2018 21:41:50 -0400",West Virginia University,Applying Recast and Accept Risk Rules for Repository #29 has started.
import,Information,"Mon, 13 Aug 2018 21:41:39 -0400|import|message|INFO|4|Import successful for scan #14079 into Repository #29.
",message,"Mon, 13 Aug 2018 21:41:39 -0400",West Virginia University,Import successful for scan #14079 into Repository #29.
system,Information,"Mon, 13 Aug 2018 21:41:35 -0400|system|import|INFO|4|Import beginning for scan #14079 into Repository #29.
",import,"Mon, 13 Aug 2018 21:41:35 -0400",West Virginia University,Import beginning for scan #14079 into Repository #29.
Scan,Information,"Mon, 13 Aug 2018 21:41:31 -0400|Scan|message|INFO|4|Scan job #10527779 ('PSC FULL Authenticated 157 Scan' - #325)  (PSC FULL Authenticated 157 Scan) has ended.
",message,"Mon, 13 Aug 2018 21:41:31 -0400",West Virginia University,Scan job #10527779 ('PSC FULL Authenticated 157 Scan' - #325)  (PSC FULL Authenticated 157 Scan) has ended.
system,Information,"Mon, 13 Aug 2018 21:40:35 -0400|system|riskRules|INFO|4|Applying Recast and Accept Risk Rules successful for Repository #38.
",riskRules,"Mon, 13 Aug 2018 21:40:35 -0400",West Virginia University,Applying Recast and Accept Risk Rules successful for Repository #38.
system,Information,"Mon, 13 Aug 2018 21:40:35 -0400|system|riskRules|INFO|4|Applying Recast and Accept Risk Rules for Repository #38 has started.
",riskRules,"Mon, 13 Aug 2018 21:40:35 -0400",West Virginia University,Applying Recast and Accept Risk Rules for Repository #38 has started.
Scan,Critical,"Mon, 13 Aug 2018 21:40:30 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 629 minutes.
",message,"Mon, 13 Aug 2018 21:40:30 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 629 minutes.
import,Information,"Mon, 13 Aug 2018 21:40:23 -0400|import|message|INFO|4|Import successful for scan #14078 into Repository #38.
",message,"Mon, 13 Aug 2018 21:40:23 -0400",West Virginia University,Import successful for scan #14078 into Repository #38.
system,Information,"Mon, 13 Aug 2018 21:40:17 -0400|system|import|INFO|4|Import beginning for scan #14078 into Repository #38.
",import,"Mon, 13 Aug 2018 21:40:17 -0400",West Virginia University,Import beginning for scan #14078 into Repository #38.
Scan,Information,"Mon, 13 Aug 2018 21:40:15 -0400|Scan|message|INFO|4|Scan job #10527777 ('AI FULL UnAuthenticated 10 Scan' - #256)  (AI FULL UnAuthenticated 10 Scan) has ended.
",message,"Mon, 13 Aug 2018 21:40:15 -0400",West Virginia University,Scan job #10527777 ('AI FULL UnAuthenticated 10 Scan' - #256)  (AI FULL UnAuthenticated 10 Scan) has ended.
Scan,Critical,"Mon, 13 Aug 2018 21:25:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 644 minutes.
",message,"Mon, 13 Aug 2018 21:25:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 644 minutes.
Scan,Critical,"Mon, 13 Aug 2018 21:18:26 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 689 minutes.
",message,"Mon, 13 Aug 2018 21:18:26 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 689 minutes.
Scan,Critical,"Mon, 13 Aug 2018 21:10:31 -0400|Scan|message|CRITICAL|0|Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 659 minutes.
",message,"Mon, 13 Aug 2018 21:10:31 -0400",Application,Scan job #10527780 is waiting for scanner progress updates; timeout will occur in 659 minutes.
Scan,Critical,"Mon, 13 Aug 2018 21:03:24 -0400|Scan|message|CRITICAL|0|Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
",message,"Mon, 13 Aug 2018 21:03:24 -0400",Application,Scan job #10528022 is waiting for scanner progress updates; timeout will occur in 704 minutes.
Scan,Information,"Mon, 13 Aug 2018 21:00:05 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
",message,"Mon, 13 Aug 2018 21:00:05 -0400",Application,No usable Scanners in Zone 'VCloud Air Zone' (id #9) - Skipping.
Scan,Information,"Mon, 13 Aug 2018 21:00:05 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
",message,"Mon, 13 Aug 2018 21:00:05 -0400",Application,No usable Scanners in Zone 'Internal Hospitals' (id #7) - Skipping.
Scan,Information,"Mon, 13 Aug 2018 21:00:04 -0400|Scan|message|INFO|0|No usable Scanners in Zone 'External Hospitals' (id #3) - Skipping.
",message,"Mon, 13 Aug 2018 21:00:04 -0400",Application,No usable Scanners in Zone 'External Hospitals' (id #3) - Skipping.
